date,station,cargo_tons,wagons_required,station_congestion
2025-12-16,Kapiri Mposhi,687,14,0.47
2025-12-16,Serenje,822,17,0.65
2025-12-16,Mpika,1216,26,0.33
2025-12-16,Nakonde,2165,46,0.39
2025-12-16,Tunduma,2186,47,0.87
2025-12-16,Mbeya,1946,42,0.25
2025-12-16,Makambako,1482,32,0.71
2025-12-16,Morogoro,1282,27,0.16
2025-12-16,Dar es Salaam,679,14,0.12
2025-12-17,Kapiri Mposhi,518,11,0.49
2025-12-17,Serenje,373,8,0.37
2025-12-17,Mpika,991,21,0.86
2025-12-17,Nakonde,497,10,0.78
2025-12-17,Tunduma,989,21,0.68
2025-12-17,Mbeya,1197,25,0.33
2025-12-17,Makambako,1911,41,0.24
2025-12-17,Morogoro,738,15,0.2
2025-12-17,Dar es Salaam,1880,40,0.88
2025-12-18,Kapiri Mposhi,2214,47,0.36
2025-12-18,Serenje,594,12,0.2
2025-12-18,Mpika,1976,42,0.49
2025-12-18,Nakonde,577,12,0.13
2025-12-18,Tunduma,1404,30,0.64
2025-12-18,Mbeya,1143,24,0.19
2025-12-18,Makambako,1454,31,0.9
2025-12-18,Morogoro,683,14,0.73
2025-12-18,Dar es Salaam,2284,48,0.68
2025-12-19,Kapiri Mposhi,652,13,0.57
2025-12-19,Serenje,1161,24,0.4
2025-12-19,Mpika,788,16,0.53
2025-12-19,Nakonde,2106,44,0.35
2025-12-19,Tunduma,359,7,0.18
2025-12-19,Mbeya,644,13,0.66
2025-12-19,Makambako,335,7,0.74
2025-12-19,Morogoro,1071,22,0.48
2025-12-19,Dar es Salaam,1904,40,0.19
2025-12-20,Kapiri Mposhi,1637,34,0.19
2025-12-20,Serenje,812,17,0.12
2025-12-20,Mpika,1921,40,0.6
2025-12-20,Nakonde,654,13,0.56
2025-12-20,Tunduma,1902,40,0.68
2025-12-20,Mbeya,1637,34,0.64
2025-12-20,Makambako,301,6,0.7
2025-12-20,Morogoro,1262,26,0.21
2025-12-20,Dar es Salaam,1329,28,0.49
2025-12-21,Kapiri Mposhi,636,13,0.34
2025-12-21,Serenje,1059,22,0.68
2025-12-21,Mpika,1320,27,0.3
2025-12-21,Nakonde,1086,22,0.46
2025-12-21,Tunduma,635,13,0.55
2025-12-21,Mbeya,910,19,0.21
2025-12-21,Makambako,514,10,0.32
2025-12-21,Morogoro,1746,36,0.52
2025-12-21,Dar es Salaam,2289,48,0.81
2025-12-22,Kapiri Mposhi,1487,31,0.37
2025-12-22,Serenje,1642,34,0.57
2025-12-22,Mpika,2071,43,0.5
2025-12-22,Nakonde,1410,29,0.41
2025-12-22,Tunduma,1412,29,0.74
2025-12-22,Mbeya,1589,33,0.21
2025-12-22,Makambako,503,10,0.18
2025-12-22,Morogoro,2091,43,0.73
2025-12-22,Dar es Salaam,1306,27,0.1
2025-12-23,Kapiri Mposhi,1013,21,0.21
2025-12-23,Serenje,819,17,0.17
2025-12-23,Mpika,1616,33,0.16
2025-12-23,Nakonde,2149,44,0.82
2025-12-23,Tunduma,2138,44,0.62
2025-12-23,Mbeya,933,19,0.71
2025-12-23,Makambako,1308,27,0.31
2025-12-23,Morogoro,879,18,0.81
2025-12-23,Dar es Salaam,2346,48,0.72
2025-12-24,Kapiri Mposhi,1569,32,0.31
2025-12-24,Serenje,2323,48,0.4
2025-12-24,Mpika,1700,35,0.72
2025-12-24,Nakonde,2176,45,0.39
2025-12-24,Tunduma,1720,35,0.24
2025-12-24,Mbeya,756,15,0.89
2025-12-24,Makambako,2218,46,0.38
2025-12-24,Morogoro,1282,26,0.49
2025-12-24,Dar es Salaam,1465,30,0.54
2025-12-25,Kapiri Mposhi,1260,26,0.88
2025-12-25,Serenje,1858,38,0.62
2025-12-25,Mpika,1134,23,0.79
2025-12-25,Nakonde,1180,24,0.84
2025-12-25,Tunduma,1563,32,0.54
2025-12-25,Mbeya,2330,48,0.5
2025-12-25,Makambako,1393,28,0.59
2025-12-25,Morogoro,1080,22,0.25
2025-12-25,Dar es Salaam,1058,21,0.68
2025-12-26,Kapiri Mposhi,2402,49,0.33
2025-12-26,Serenje,1888,38,0.19
2025-12-26,Mpika,606,12,0.54
2025-12-26,Nakonde,2036,41,0.83
2025-12-26,Tunduma,1907,39,0.77
2025-12-26,Mbeya,1196,24,0.81
2025-12-26,Makambako,2066,42,0.52
2025-12-26,Morogoro,2135,43,0.88
2025-12-26,Dar es Salaam,1736,35,0.82
2025-12-27,Kapiri Mposhi,2212,45,0.82
2025-12-27,Serenje,664,13,0.38
2025-12-27,Mpika,991,20,0.63
2025-12-27,Nakonde,1637,33,0.54
2025-12-27,Tunduma,1015,20,0.87
2025-12-27,Mbeya,990,20,0.3
2025-12-27,Makambako,2142,43,0.77
2025-12-27,Morogoro,1526,31,0.53
2025-12-27,Dar es Salaam,1026,20,0.55
2025-12-28,Kapiri Mposhi,796,16,0.56
2025-12-28,Serenje,1067,21,0.45
2025-12-28,Mpika,429,8,0.21
2025-12-28,Nakonde,2044,41,0.86
2025-12-28,Tunduma,1607,32,0.79
2025-12-28,Mbeya,1579,32,0.34
2025-12-28,Makambako,985,20,0.17
2025-12-28,Morogoro,444,9,0.4
2025-12-28,Dar es Salaam,1576,32,0.73
2025-12-29,Kapiri Mposhi,1317,26,0.12
2025-12-29,Serenje,851,17,0.23
2025-12-29,Mpika,1443,29,0.45
2025-12-29,Nakonde,1526,30,0.11
2025-12-29,Tunduma,1849,37,0.52
2025-12-29,Mbeya,2195,44,0.39
2025-12-29,Makambako,2178,44,0.64
2025-12-29,Morogoro,2102,42,0.85
2025-12-29,Dar es Salaam,1512,30,0.56
2025-12-30,Kapiri Mposhi,1512,30,0.12
2025-12-30,Serenje,411,8,0.51
2025-12-30,Mpika,362,7,0.16
2025-12-30,Nakonde,1706,34,0.25
2025-12-30,Tunduma,664,13,0.35
2025-12-30,Mbeya,1199,24,0.47
2025-12-30,Makambako,1213,24,0.29
2025-12-30,Morogoro,1327,26,0.41
2025-12-30,Dar es Salaam,460,9,0.51
2025-12-31,Kapiri Mposhi,1123,22,0.23
2025-12-31,Serenje,355,7,0.71
2025-12-31,Mpika,1097,21,0.63
2025-12-31,Nakonde,1738,34,0.61
2025-12-31,Tunduma,1007,20,0.76
2025-12-31,Mbeya,321,6,0.43
2025-12-31,Makambako,2060,41,0.31
2025-12-31,Morogoro,491,9,0.11
2025-12-31,Dar es Salaam,695,13,0.11
